File,Title,Active,Date Created,Date Updated
Warranty_job.json,Warranty job,True,2016-07-28T12:09:58Z,2017-08-15T10:57:33Z
"Remove_tag_""callback""_if_pending_customer_reply_or_solved.json","Remove tag ""callback"" if pending customer reply or solved",True,2016-08-02T06:07:48Z,2017-08-15T10:57:33Z
Set_request_type_to_Collection_Point_Walk-in.json,Set request type to Collection Point Walk-in,True,2016-10-05T07:05:40Z,2017-08-15T10:57:33Z
Set_device_type_to_Desktop.json,Set device type to Desktop,True,2016-10-05T07:12:39Z,2017-08-15T10:57:33Z
Set_high_priority_for_follow-up_requests.json,Set high priority for follow-up requests,True,2016-11-24T23:57:57Z,2017-08-15T10:57:33Z
"Set_Support_Type_to_Marketing_if_facebook_post_subject_contains_""Help_desk_approaching"".json","Set Support Type to Marketing if facebook post subject contains ""Help desk approaching""",True,2017-03-23T13:28:34Z,2017-08-15T10:57:33Z
ConnectWise_Automate_-_New_incident.json,ConnectWise Automate - New incident,False,2017-04-26T12:27:21Z,2017-09-08T03:47:17Z
Set_priority_to_normal_for_newly_created_tickets.json,Set priority to normal for newly created tickets,False,2017-05-08T03:07:50Z,2017-08-15T10:57:33Z
Tymeshift__Satisfaction_Change.json,Tymeshift: Satisfaction Change,True,2017-06-02T17:08:29Z,2017-08-15T10:57:33Z
[Hubspot_Integration]_-_Ticket_Created.json,[Hubspot Integration] - Ticket Created,True,2017-08-16T22:40:46Z,2017-08-16T22:40:46Z
[Hubspot_Integration]_-_Ticket_Solved.json,[Hubspot Integration] - Ticket Solved,True,2017-08-16T22:40:46Z,2017-08-16T22:40:46Z
[Hubspot_Integration]_-_Ticket_CSAT_Rating_Submitted.json,[Hubspot Integration] - Ticket CSAT Rating Submitted,True,2017-08-16T22:40:46Z,2017-08-16T22:40:46Z
Tymeshift__Ticket_Satisfaction_Change.json,Tymeshift: Ticket Satisfaction Change,True,2017-09-13T14:43:08Z,2017-09-13T14:43:08Z
Tymeshift__Ticket_Status_Change_to_Solved.json,Tymeshift: Ticket Status Change to Solved,True,2017-09-13T14:43:08Z,2017-09-13T14:43:08Z
Tymeshift__Ticket_Create.json,Tymeshift: Ticket Create,True,2017-09-13T14:43:08Z,2017-09-13T14:43:08Z
Tymeshift__Ticket_Update.json,Tymeshift: Ticket Update,True,2017-09-13T14:43:09Z,2017-09-13T14:43:09Z
Set_priority_to_normal_for_newly_created_tickets.json,Set priority to normal for newly created tickets,False,2016-12-13T22:50:31Z,2017-05-08T03:08:00Z
Pending_notification_24_hours.json,Pending notification 24 hours,True,2013-03-13T00:29:03Z,2017-04-26T23:55:47Z
Pending_notification_48_hours.json,Pending notification 48 hours,True,2013-03-13T00:29:03Z,2017-04-26T23:55:27Z
Pending_notification_7_days.json,Pending notification 7 days,True,2017-02-08T04:19:47Z,2017-04-26T23:55:12Z
Close_Facebook_Posts_from_IT_Solver_Blog_Posts_.json,Close Facebook Posts from IT Solver Blog Posts ,False,2015-06-01T08:54:14Z,2017-04-26T23:52:12Z
Request_customer_satisfaction_rating.json,Request customer satisfaction rating,False,2014-09-18T09:37:50Z,2017-04-26T23:52:12Z
Close_ticket_4_days_after_status_is_set_to_pending.json,Close ticket 4 days after status is set to pending,True,2016-05-13T03:37:30Z,2017-04-27T00:37:54Z
Close_ticket_9_days_after_status_is_set_to_pending_7_days.json,Close ticket 9 days after status is set to pending 7 days,True,2016-08-17T03:10:44Z,2017-04-27T00:37:54Z
Close_ticket_9_days_after_status_is_set_to_pending_7_days.json,Close ticket 9 days after status is set to pending 7 days,True,2017-03-22T05:56:05Z,2017-04-27T00:37:54Z
Close_ticket_90_days_after_status_is_set_to_solved.json,Close ticket 90 days after status is set to solved,True,2013-03-13T00:29:03Z,2017-11-09T01:47:34Z
"Close_FaceBook_Post_""Help_desk_approaching""_after_8_hours_of_inactivity.json","Close FaceBook Post ""Help desk approaching"" after 8 hours of inactivity",False,2017-03-13T08:06:39Z,2017-08-21T03:20:58Z
Close_Facebook_Message_ticket_1_day_after_status_is_set_to_solved.json,Close Facebook Message ticket 1 day after status is set to solved,False,2013-04-12T02:13:12Z,2017-08-21T03:20:20Z
Close_Twitter_ticket_1_day_after_status_is_set_to_Solved.json,Close Twitter ticket 1 day after status is set to Solved,True,2013-04-16T14:11:55Z,2017-04-27T00:37:54Z
Close_really_old_pending_tickets.json,Close really old pending tickets,False,2017-02-09T15:27:30Z,2017-04-27T00:37:54Z
Request_customer_satisfaction_rating_via_Google_or_Facebook_review.json,Request customer satisfaction rating via Google or Facebook review,True,2017-01-25T10:25:45Z,2017-10-31T07:46:51Z
Close_FaceBook_Post_by_IT_Solver_after_8_hours_of_inactivity.json,Close FaceBook Post by IT Solver after 8 hours of inactivity,True,2017-08-21T02:41:33Z,2017-08-21T03:21:20Z
Check_Apple_Service_and_Support_Coverage_.json,Check Apple Service and Support Coverage ,True,2015-05-20T01:58:33Z,2016-01-05T03:31:35Z
Close_because_customer_not_responding.json,Close because customer not responding,True,2016-02-21T23:33:32Z,2016-05-06T05:16:22Z
Customer_not_responding.json,Customer not responding,True,2013-03-13T00:29:04Z,2017-01-25T10:29:29Z
"Enhance_speed,_privacy_and_security_of_Firefox.json","Enhance speed, privacy and security of Firefox",True,2014-12-15T03:24:42Z,2016-04-01T01:01:25Z
"Enhanced_speed,_privacy_and_security.json","Enhanced speed, privacy and security",True,2014-12-15T03:25:16Z,2017-02-02T07:04:49Z
Device_picked_up.json,Device picked up,True,2016-02-16T02:57:50Z,2016-05-10T06:25:09Z
Mark_as_solved.json,Mark as solved,True,2013-05-13T23:54:58Z,2017-10-25T01:07:41Z
Mark_as_solved_(troubleshoot_only_via_walk-in).json,Mark as solved (troubleshoot only via walk-in),True,2017-08-24T01:20:23Z,2017-08-24T01:21:06Z
Mark_as_solved_(troubleshoot_only_on-site).json,Mark as solved (troubleshoot only on-site),True,2017-08-24T01:21:36Z,2017-08-24T01:21:36Z
Mark_as_solved_(ineligible_for_support_-_DIY).json,Mark as solved (ineligible for support - DIY),True,2016-11-09T05:49:20Z,2017-01-01T10:23:13Z
Quick_acknowledgement.json,Quick acknowledgement,True,2013-04-24T16:04:21Z,2016-01-05T03:31:35Z
On-site_reservation.json,On-site reservation,True,2016-03-17T06:12:37Z,2017-07-16T23:50:44Z
On-site_reservation_(pickup_at_jetty).json,On-site reservation (pickup at jetty),True,2016-05-18T02:21:18Z,2017-07-16T23:50:59Z
Walk_In_Reservation_at_IT_Solver_HQ.json,Walk In Reservation at IT Solver HQ,True,2017-06-20T04:12:49Z,2017-07-16T23:51:55Z
Remote_support_reservation.json,Remote support reservation,True,2016-05-18T02:14:59Z,2017-07-16T23:51:16Z
Shipment_Notification_(on_backorder).json,Shipment Notification (on backorder),True,2016-03-09T07:53:41Z,2016-05-09T06:27:46Z
Teamviewer_start_session.json,Teamviewer start session,True,2014-03-29T13:15:50Z,2017-02-09T00:33:09Z
Troubleshooting_(PAIR).json,Troubleshooting (PAIR),True,2014-03-28T22:39:12Z,2016-07-27T00:41:37Z
Waiting_for_reservation.json,Waiting for reservation,True,2016-05-06T05:27:47Z,2017-07-16T23:51:35Z
Request_payment_with_a_social_media_post.json,Request payment with a social media post,True,2016-05-17T02:39:53Z,2016-05-17T02:45:02Z
Referral__Website_development.json,Referral: Website development,True,2016-05-30T23:33:24Z,2017-02-08T14:19:52Z
Solved_early_without_IT_Solver.json,Solved early without IT Solver,True,2016-06-19T23:24:18Z,2016-06-19T23:26:39Z
Thank_you_for_recycling_with_IT_Solver.json,Thank you for recycling with IT Solver,True,2016-11-28T10:37:50Z,2016-11-28T10:38:53Z
Check_Dell_Support__-_Diagnose_&_Drivers.json,Check Dell Support  - Diagnose & Drivers,True,2017-02-17T01:28:08Z,2017-07-07T06:47:50Z
Beyond_economical_to_repair.json,Beyond economical to repair,True,2017-03-16T23:08:04Z,2017-03-16T23:08:04Z
Billing_-_remittance_advice_from_customer.json,Billing - remittance advice from customer,True,2017-03-29T23:29:04Z,2017-09-25T21:09:44Z
Mark_as_warranty_job_and_high_priority.json,Mark as warranty job and high priority,True,2017-08-11T03:20:30Z,2017-08-11T03:21:02Z
Defer_request.json,Defer request,True,2017-08-18T02:29:41Z,2017-08-18T02:29:41Z
Refer_request_and_mark_as_solved.json,Refer request and mark as solved,True,2017-08-18T02:33:24Z,2017-08-18T02:33:24Z
Schedule_via_Calendly.json,Schedule via Calendly,True,2017-08-28T07:22:47Z,2017-08-28T07:22:47Z
Dismiss.json,Dismiss,True,2017-09-06T23:40:14Z,2017-09-06T23:40:14Z
Mark_as_Solved_and_set_as_internal_business_development.json,Mark as Solved and set as internal business development,True,2017-09-20T23:44:18Z,2017-09-20T23:45:32Z
Remote_troubleshoot_problem.json,Remote troubleshoot problem,True,2017-10-11T06:38:42Z,2017-10-11T06:38:42Z
"Social_interaction,_mark_as_solved..json","Social interaction, mark as solved.",True,2017-10-15T23:11:06Z,2017-10-20T08:02:27Z
